user_id,treatment,channel,audience_type,country,age_group,device_type,email_subscriber,n_prior_purchases,n_organic_sessions_30d,days_since_last_visit,loyalty_tier,category_affinity,frequency,spend_eur,converted
T08_00652,1,meta,retargeting_hot,GB,25-34,desktop,1,3,5,6,platinum,skincare,8,0.1,0
T07_01117,1,meta,retargeting_warm,DE,35-44,mobile,0,3,3,1,none,fragrance,11,0.12,1
T06_00102,1,tiktok,retargeting,GB,18-24,desktop,1,7,5,2,none,skincare,5,0.04,0
C_02475,0,,,DE,25-34,mobile,0,1,0,16,gold,skincare,0,0.0,0
T08_00484,1,meta,retargeting_hot,FR,45+,desktop,0,6,7,1,none,fragrance,24,0.3,1
C_05548,0,,,DE,45+,mobile,1,1,4,7,gold,haircare,0,0.0,0
T02_01686,1,meta,prospecting_lal_1pct,FR,18-24,mobile,1,0,2,28,none,makeup,5,0.05,0
C_05726,0,,,DE,18-24,mobile,0,2,9,17,none,makeup,0,0.0,0
T07_00557,1,meta,retargeting_warm,DE,18-24,desktop,0,5,10,1,none,haircare,9,0.08,0
T07_01036,1,meta,retargeting_warm,GB,35-44,mobile,0,3,11,3,none,haircare,12,0.12,1
C_05295,0,,,GB,25-34,mobile,0,3,6,3,none,haircare,0,0.0,0
C_00040,0,,,DE,45+,tablet,0,4,2,1,silver,skincare,0,0.0,0
C_01637,0,,,FR,25-34,mobile,1,0,0,18,none,haircare,0,0.0,0
C_03357,0,,,GB,18-24,mobile,0,2,1,40,gold,fragrance,0,0.0,0
T08_00054,1,meta,retargeting_hot,FR,18-24,desktop,0,4,7,38,platinum,makeup,18,0.2,0
C_05990,0,,,FR,18-24,desktop,1,4,3,12,silver,makeup,0,0.0,0
T07_00363,1,meta,retargeting_warm,DE,25-34,mobile,1,4,11,15,none,makeup,21,0.18,0
T04_00194,1,meta,prospecting_broad,DE,35-44,mobile,1,0,1,18,silver,makeup,4,0.03,0
T00_00983,1,tiktok,prospecting_broad_1824,FR,45+,mobile,0,0,2,23,silver,makeup,7,0.05,0
T06_00870,1,tiktok,retargeting,FR,35-44,mobile,1,4,7,1,silver,haircare,3,0.03,0
T04_00067,1,meta,prospecting_broad,FR,35-44,desktop,0,1,3,9,gold,fragrance,5,0.04,0
T03_00764,1,meta,prospecting_lal_3_5pct,GB,18-24,tablet,0,0,3,8,silver,haircare,3,0.03,0
T03_00493,1,meta,prospecting_lal_3_5pct,GB,45+,desktop,0,2,1,42,silver,skincare,3,0.02,0
C_02771,0,,,DE,45+,desktop,1,6,0,1,silver,skincare,0,0.0,0
T02_01174,1,meta,prospecting_lal_1pct,FR,45+,mobile,1,1,1,19,none,haircare,4,0.03,0
C_06227,0,,,DE,45+,desktop,0,1,6,7,none,makeup,0,0.0,0
T08_00397,1,meta,retargeting_hot,GB,25-34,mobile,0,4,7,7,none,skincare,7,0.08,1
T05_00651,1,youtube,prospecting_brand_safety,DE,18-24,desktop,1,1,4,4,none,haircare,2,0.03,0
T03_00353,1,meta,prospecting_lal_3_5pct,GB,35-44,mobile,0,0,1,11,none,makeup,4,0.04,0
T05_00118,1,youtube,prospecting_brand_safety,FR,35-44,mobile,0,0,4,28,none,haircare,5,0.06,0
C_03899,0,,,GB,25-34,mobile,0,0,2,34,gold,skincare,0,0.0,0
T02_00662,1,meta,prospecting_lal_1pct,FR,45+,mobile,0,3,1,12,silver,fragrance,5,0.05,0
C_02381,0,,,GB,45+,mobile,0,0,2,1,none,haircare,0,0.0,0
C_02165,0,,,DE,35-44,mobile,0,2,0,16,silver,haircare,0,0.0,0
T03_00509,1,meta,prospecting_lal_3_5pct,DE,25-34,desktop,0,1,1,69,silver,fragrance,5,0.04,0
T07_01085,1,meta,retargeting_warm,GB,35-44,mobile,1,3,10,12,none,makeup,18,0.16,1
T04_00556,1,meta,prospecting_broad,DE,25-34,mobile,0,1,1,12,none,fragrance,5,0.03,0
T09_00310,1,youtube,retargeting,GB,18-24,desktop,0,1,7,4,none,skincare,5,0.06,0
C_00335,0,,,GB,45+,mobile,1,0,2,8,silver,makeup,0,0.0,0
T02_00451,1,meta,prospecting_lal_1pct,GB,35-44,mobile,0,7,1,23,none,haircare,4,0.03,0
T09_01121,1,youtube,retargeting,DE,18-24,mobile,1,1,8,21,silver,fragrance,12,0.12,0
T00_01340,1,tiktok,prospecting_broad_1824,FR,45+,tablet,0,0,0,40,none,haircare,4,0.03,0
C_06489,0,,,GB,18-24,desktop,1,7,2,18,none,skincare,0,0.0,1
T00_01391,1,tiktok,prospecting_broad_1824,FR,18-24,desktop,0,1,3,31,gold,haircare,5,0.05,0
C_02840,0,,,GB,35-44,mobile,1,0,0,1,gold,makeup,0,0.0,0
T06_00274,1,tiktok,retargeting,GB,25-34,desktop,1,3,6,6,none,haircare,4,0.03,0
C_02133,0,,,FR,25-34,mobile,0,4,2,35,gold,skincare,0,0.0,0
T07_00622,1,meta,retargeting_warm,FR,45+,desktop,1,4,5,18,none,skincare,8,0.09,1
C_04102,0,,,GB,35-44,mobile,0,1,1,28,silver,skincare,0,0.0,0
T04_00393,1,meta,prospecting_broad,DE,45+,desktop,1,1,0,13,silver,fragrance,3,0.02,0
C_01771,0,,,GB,45+,tablet,0,0,2,9,none,makeup,0,0.0,0
T04_00733,1,meta,prospecting_broad,GB,18-24,mobile,1,6,1,22,none,haircare,4,0.03,0
T07_01595,1,meta,retargeting_warm,GB,25-34,desktop,0,6,8,13,none,makeup,13,0.13,0
T00_01412,1,tiktok,prospecting_broad_1824,DE,45+,mobile,0,4,4,19,none,haircare,2,0.02,0
C_01280,0,,,FR,45+,tablet,0,1,4,48,none,makeup,0,0.0,0
T09_00421,1,youtube,retargeting,FR,35-44,mobile,0,6,9,1,platinum,fragrance,8,0.1,0
T01_00777,1,tiktok,prospecting_broad_2534,FR,35-44,desktop,1,3,1,14,silver,fragrance,3,0.03,0
T00_00382,1,tiktok,prospecting_broad_1824,GB,35-44,desktop,0,7,2,8,none,haircare,6,0.05,0
C_03980,0,,,GB,35-44,desktop,0,0,1,29,none,haircare,0,0.0,0
T04_00707,1,meta,prospecting_broad,FR,25-34,mobile,1,2,4,11,silver,fragrance,3,0.02,0
T01_00733,1,tiktok,prospecting_broad_2534,FR,25-34,desktop,1,3,1,13,none,fragrance,2,0.01,1
T04_00190,1,meta,prospecting_broad,DE,35-44,mobile,0,0,2,5,none,haircare,3,0.03,0
T08_00725,1,meta,retargeting_hot,FR,25-34,mobile,1,0,5,11,silver,makeup,10,0.13,0
T07_00701,1,meta,retargeting_warm,FR,35-44,mobile,1,8,6,1,none,haircare,4,0.04,0
T04_00591,1,meta,prospecting_broad,FR,45+,mobile,0,6,4,73,none,fragrance,5,0.04,0
T04_00004,1,meta,prospecting_broad,FR,45+,desktop,0,4,0,18,none,makeup,2,0.02,0
T03_00634,1,meta,prospecting_lal_3_5pct,DE,18-24,mobile,0,3,0,5,none,haircare,3,0.03,0
C_00434,0,,,DE,35-44,desktop,0,3,3,63,none,fragrance,0,0.0,0
T02_01136,1,meta,prospecting_lal_1pct,FR,18-24,desktop,0,0,2,1,none,fragrance,5,0.04,0
T02_00670,1,meta,prospecting_lal_1pct,GB,35-44,desktop,0,2,2,6,none,makeup,5,0.05,1
T02_01779,1,meta,prospecting_lal_1pct,DE,45+,mobile,0,0,3,52,gold,makeup,2,0.02,0
T07_00978,1,meta,retargeting_warm,GB,35-44,desktop,1,7,11,3,none,skincare,15,0.15,0
T00_00463,1,tiktok,prospecting_broad_1824,GB,35-44,desktop,0,1,2,10,silver,haircare,5,0.04,0
T01_00275,1,tiktok,prospecting_broad_2534,GB,25-34,tablet,0,0,4,16,gold,makeup,2,0.01,0
C_02085,0,,,GB,25-34,mobile,0,0,2,1,none,skincare,0,0.0,0
C_00830,0,,,DE,18-24,tablet,0,3,2,15,gold,fragrance,0,0.0,0
C_01769,0,,,GB,25-34,mobile,1,4,0,14,none,makeup,0,0.0,0
T05_00084,1,youtube,prospecting_brand_safety,FR,18-24,mobile,0,0,2,4,none,skincare,1,0.01,0
T02_01341,1,meta,prospecting_lal_1pct,FR,35-44,desktop,1,0,2,15,silver,haircare,5,0.05,0
T09_01093,1,youtube,retargeting,DE,35-44,mobile,1,4,8,17,silver,fragrance,12,0.14,0
T00_00378,1,tiktok,prospecting_broad_1824,FR,45+,desktop,0,1,1,28,silver,makeup,3,0.03,0
T08_01209,1,meta,retargeting_hot,FR,35-44,mobile,0,5,4,5,gold,haircare,18,0.18,0
T09_01414,1,youtube,retargeting,FR,35-44,mobile,1,4,3,1,none,haircare,12,0.15,0
T07_00001,1,meta,retargeting_warm,FR,25-34,mobile,0,1,7,7,none,haircare,17,0.2,0
T00_01335,1,tiktok,prospecting_broad_1824,GB,35-44,mobile,0,0,0,67,none,makeup,4,0.03,0
C_00511,0,,,GB,35-44,desktop,0,1,1,25,silver,haircare,0,0.0,0
C_06707,0,,,GB,45+,desktop,1,5,7,36,platinum,makeup,0,0.0,1
T02_00228,1,meta,prospecting_lal_1pct,FR,18-24,desktop,0,1,1,3,none,skincare,8,0.08,0
C_02736,0,,,FR,45+,mobile,1,0,2,12,silver,makeup,0,0.0,0
C_04425,0,,,GB,25-34,mobile,0,10,5,15,none,skincare,0,0.0,0
C_02834,0,,,GB,45+,desktop,0,0,0,33,none,makeup,0,0.0,0
C_05358,0,,,FR,25-34,mobile,0,2,1,54,none,skincare,0,0.0,0
C_06040,0,,,FR,18-24,mobile,0,1,6,43,gold,makeup,0,0.0,0
C_02885,0,,,GB,45+,desktop,1,6,2,8,silver,fragrance,0,0.0,0
T07_01823,1,meta,retargeting_warm,FR,25-34,desktop,1,5,8,7,none,makeup,10,0.09,0
T05_00026,1,youtube,prospecting_brand_safety,GB,25-34,mobile,0,0,2,48,none,haircare,3,0.04,0
C_00639,0,,,FR,35-44,mobile,1,0,1,19,none,haircare,0,0.0,0
C_06817,0,,,DE,45+,desktop,1,3,7,6,none,fragrance,0,0.0,0
C_03041,0,,,GB,45+,desktop,0,0,1,19,silver,fragrance,0,0.0,0
T01_00415,1,tiktok,prospecting_broad_2534,GB,35-44,mobile,0,1,0,23,none,skincare,3,0.02,0
T07_01219,1,meta,retargeting_warm,FR,35-44,mobile,1,13,7,11,gold,makeup,7,0.07,0
T03_00357,1,meta,prospecting_lal_3_5pct,GB,35-44,desktop,0,1,2,17,silver,skincare,4,0.03,0
C_02866,0,,,GB,45+,mobile,1,4,1,5,none,makeup,0,0.0,0
T06_00606,1,tiktok,retargeting,FR,18-24,mobile,1,14,6,31,none,fragrance,15,0.14,0
T05_00794,1,youtube,prospecting_brand_safety,DE,35-44,mobile,0,1,2,37,none,fragrance,2,0.03,0
T04_00808,1,meta,prospecting_broad,GB,18-24,mobile,0,0,0,21,platinum,skincare,1,0.01,0
C_01962,0,,,DE,35-44,mobile,1,0,0,103,platinum,fragrance,0,0.0,0
T07_01201,1,meta,retargeting_warm,GB,35-44,mobile,0,5,6,3,none,makeup,7,0.07,0
C_04078,0,,,FR,45+,mobile,0,0,1,1,none,skincare,0,0.0,0
C_03407,0,,,DE,18-24,desktop,0,0,0,1,gold,haircare,0,0.0,0
C_04902,0,,,GB,45+,mobile,1,3,2,14,silver,makeup,0,0.0,0
C_05604,0,,,FR,18-24,mobile,1,6,3,41,gold,makeup,0,0.0,0
T05_00741,1,youtube,prospecting_brand_safety,FR,35-44,desktop,0,1,0,1,silver,fragrance,3,0.04,0
T09_00065,1,youtube,retargeting,FR,45+,mobile,0,10,8,2,none,makeup,13,0.16,0
T08_00481,1,meta,retargeting_hot,FR,45+,mobile,1,4,9,34,none,skincare,10,0.1,0
C_01084,0,,,DE,45+,desktop,0,1,1,4,silver,haircare,0,0.0,0
C_01194,0,,,GB,35-44,mobile,0,0,1,97,none,skincare,0,0.0,0
C_04128,0,,,FR,18-24,mobile,0,0,3,6,none,skincare,0,0.0,0
C_01136,0,,,GB,25-34,mobile,1,3,4,15,none,fragrance,0,0.0,0
T05_00062,1,youtube,prospecting_brand_safety,GB,35-44,mobile,0,6,1,5,gold,fragrance,3,0.04,0
T00_00913,1,tiktok,prospecting_broad_1824,DE,35-44,tablet,1,1,1,8,gold,makeup,3,0.03,0
T09_01224,1,youtube,retargeting,FR,35-44,desktop,1,4,14,18,silver,skincare,12,0.13,0
T02_01504,1,meta,prospecting_lal_1pct,GB,18-24,mobile,1,6,1,66,gold,haircare,3,0.02,0
T05_00395,1,youtube,prospecting_brand_safety,GB,45+,mobile,1,5,3,11,silver,skincare,5,0.06,0
C_04571,0,,,DE,45+,mobile,1,3,5,28,silver,fragrance,0,0.0,0
T00_01030,1,tiktok,prospecting_broad_1824,FR,18-24,mobile,0,2,2,101,none,haircare,3,0.02,0
T07_00984,1,meta,retargeting_warm,GB,25-34,mobile,0,4,11,5,silver,skincare,9,0.1,1
T01_00741,1,tiktok,prospecting_broad_2534,DE,25-34,mobile,0,1,3,16,silver,makeup,5,0.04,0
T09_00385,1,youtube,retargeting,FR,18-24,mobile,0,9,7,5,none,skincare,22,0.22,1
T07_01308,1,meta,retargeting_warm,GB,45+,desktop,0,2,6,5,none,skincare,8,0.07,0
T01_00098,1,tiktok,prospecting_broad_2534,DE,25-34,mobile,0,2,2,5,none,haircare,3,0.02,0
C_06224,0,,,GB,18-24,mobile,1,3,4,4,none,fragrance,0,0.0,0
T07_01767,1,meta,retargeting_warm,DE,18-24,mobile,1,11,8,19,gold,fragrance,16,0.15,0
T02_01305,1,meta,prospecting_lal_1pct,GB,35-44,mobile,0,4,2,120,gold,skincare,6,0.06,0
T02_01167,1,meta,prospecting_lal_1pct,FR,35-44,mobile,0,0,1,2,silver,skincare,4,0.03,0
C_03781,0,,,GB,45+,mobile,0,1,1,8,none,haircare,0,0.0,0
T03_00023,1,meta,prospecting_lal_3_5pct,GB,25-34,desktop,1,3,3,1,gold,haircare,3,0.03,0
C_05542,0,,,GB,18-24,mobile,0,0,4,1,none,skincare,0,0.0,0
T07_00122,1,meta,retargeting_warm,DE,18-24,mobile,1,6,7,32,none,makeup,6,0.07,0
C_06505,0,,,DE,18-24,desktop,0,5,5,3,silver,makeup,0,0.0,0
T08_00455,1,meta,retargeting_hot,GB,35-44,mobile,0,13,5,10,none,makeup,3,0.04,0
T06_00523,1,tiktok,retargeting,FR,18-24,desktop,0,4,11,15,none,haircare,11,0.1,0
T04_00318,1,meta,prospecting_broad,FR,18-24,mobile,0,0,0,1,none,skincare,4,0.03,0
T02_00429,1,meta,prospecting_lal_1pct,GB,35-44,mobile,0,0,1,36,none,makeup,5,0.05,0
T04_00173,1,meta,prospecting_broad,GB,35-44,tablet,0,2,1,13,none,skincare,3,0.02,0
T05_00792,1,youtube,prospecting_brand_safety,DE,35-44,mobile,1,2,0,6,none,skincare,5,0.06,0
T05_00030,1,youtube,prospecting_brand_safety,FR,45+,mobile,0,6,0,1,platinum,haircare,2,0.03,0
T01_00036,1,tiktok,prospecting_broad_2534,GB,35-44,mobile,1,1,1,15,silver,haircare,4,0.04,0
C_06476,0,,,DE,25-34,desktop,1,2,5,12,none,haircare,0,0.0,0
T08_01189,1,meta,retargeting_hot,GB,25-34,tablet,0,7,7,8,silver,makeup,21,0.26,0
T01_00892,1,tiktok,prospecting_broad_2534,DE,35-44,mobile,0,1,4,15,silver,fragrance,4,0.03,0
T02_00944,1,meta,prospecting_lal_1pct,FR,25-34,desktop,0,0,2,21,none,fragrance,5,0.05,0
T01_00784,1,tiktok,prospecting_broad_2534,GB,18-24,mobile,0,8,1,24,none,makeup,2,0.02,0
T03_00175,1,meta,prospecting_lal_3_5pct,FR,25-34,mobile,1,0,0,4,platinum,skincare,3,0.03,0
T02_01751,1,meta,prospecting_lal_1pct,DE,35-44,mobile,1,2,1,16,none,skincare,4,0.03,0
C_05492,0,,,GB,25-34,mobile,0,4,1,1,silver,skincare,0,0.0,0
T00_01390,1,tiktok,prospecting_broad_1824,FR,35-44,desktop,0,6,1,34,silver,fragrance,4,0.03,0
T00_00893,1,tiktok,prospecting_broad_1824,GB,18-24,mobile,0,1,2,9,silver,haircare,3,0.03,0
T01_00011,1,tiktok,prospecting_broad_2534,FR,18-24,desktop,0,0,1,40,none,skincare,5,0.04,0
C_04962,0,,,FR,25-34,mobile,0,11,8,1,silver,makeup,0,0.0,0
T07_01862,1,meta,retargeting_warm,FR,18-24,desktop,0,9,9,13,silver,haircare,17,0.15,0
C_02814,0,,,DE,45+,desktop,0,0,1,7,none,makeup,0,0.0,0
T07_00336,1,meta,retargeting_warm,DE,45+,mobile,0,5,10,1,none,skincare,14,0.14,0
T07_01227,1,meta,retargeting_warm,FR,45+,mobile,1,15,7,37,silver,fragrance,12,0.11,1
T02_00445,1,meta,prospecting_lal_1pct,FR,35-44,mobile,0,9,1,7,none,skincare,2,0.02,0
T09_01300,1,youtube,retargeting,DE,25-34,desktop,1,3,7,1,none,makeup,15,0.18,0
C_05715,0,,,GB,18-24,mobile,0,0,6,9,gold,haircare,0,0.0,0
T08_00848,1,meta,retargeting_hot,GB,25-34,desktop,0,20,4,7,gold,haircare,10,0.13,0
C_05395,0,,,FR,45+,desktop,1,3,3,26,none,haircare,0,0.0,0
C_06211,0,,,DE,35-44,desktop,1,1,6,15,silver,skincare,0,0.0,0
T09_00057,1,youtube,retargeting,GB,25-34,mobile,0,4,5,8,none,haircare,4,0.04,0
T00_01129,1,tiktok,prospecting_broad_1824,DE,35-44,mobile,0,1,1,9,none,fragrance,2,0.02,0
T00_00731,1,tiktok,prospecting_broad_1824,GB,25-34,mobile,0,2,5,4,silver,makeup,1,0.01,0
T08_01021,1,meta,retargeting_hot,DE,35-44,tablet,0,4,8,6,none,makeup,13,0.17,0
C_06168,0,,,FR,18-24,mobile,0,1,1,9,none,fragrance,0,0.0,0
T02_00596,1,meta,prospecting_lal_1pct,FR,35-44,mobile,1,2,2,6,none,haircare,1,0.01,0
T06_00134,1,tiktok,retargeting,GB,25-34,mobile,1,8,8,1,none,makeup,5,0.04,0
T03_00284,1,meta,prospecting_lal_3_5pct,GB,18-24,desktop,0,0,0,28,none,makeup,2,0.02,0
T09_00915,1,youtube,retargeting,GB,25-34,desktop,0,8,8,1,none,fragrance,11,0.13,0
T02_00307,1,meta,prospecting_lal_1pct,GB,45+,desktop,0,2,1,14,gold,haircare,5,0.05,0
T07_00799,1,meta,retargeting_warm,FR,35-44,mobile,1,3,1,1,gold,fragrance,16,0.16,0
T06_00438,1,tiktok,retargeting,DE,35-44,desktop,0,7,5,13,none,skincare,11,0.1,0
T00_00798,1,tiktok,prospecting_broad_1824,DE,45+,mobile,1,1,3,16,none,makeup,4,0.03,0
T04_00819,1,meta,prospecting_broad,GB,25-34,desktop,0,2,1,23,none,makeup,3,0.03,0
T00_00734,1,tiktok,prospecting_broad_1824,GB,18-24,mobile,1,0,0,11,none,skincare,4,0.03,0
C_01200,0,,,DE,25-34,mobile,1,1,1,33,none,skincare,0,0.0,0
T01_00765,1,tiktok,prospecting_broad_2534,DE,18-24,mobile,0,1,3,9,none,haircare,1,0.01,0
T00_00178,1,tiktok,prospecting_broad_1824,GB,35-44,desktop,1,2,2,9,silver,haircare,1,0.01,0
T08_01380,1,meta,retargeting_hot,GB,25-34,mobile,0,2,8,4,gold,makeup,19,0.24,0
T09_00351,1,youtube,retargeting,DE,45+,mobile,0,10,7,19,none,fragrance,2,0.02,0
T00_01174,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,1,2,3,12,none,fragrance,2,0.02,0
C_00798,0,,,DE,45+,mobile,1,0,1,13,none,skincare,0,0.0,0
C_04863,0,,,FR,18-24,mobile,1,0,4,2,none,skincare,0,0.0,0
T07_01843,1,meta,retargeting_warm,GB,25-34,mobile,1,3,9,2,gold,fragrance,4,0.04,0
T07_01650,1,meta,retargeting_warm,GB,25-34,desktop,1,3,8,2,none,fragrance,15,0.17,0
T00_00790,1,tiktok,prospecting_broad_1824,GB,35-44,desktop,0,2,2,9,none,fragrance,1,0.01,0
C_05630,0,,,DE,45+,desktop,1,2,4,14,gold,skincare,0,0.0,0
T07_01793,1,meta,retargeting_warm,GB,18-24,desktop,1,3,8,18,platinum,makeup,15,0.16,0
T08_01304,1,meta,retargeting_hot,DE,18-24,mobile,0,2,8,18,none,fragrance,21,0.22,0
T00_00198,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,1,2,2,49,none,haircare,5,0.04,0
C_05089,0,,,DE,18-24,desktop,0,2,6,25,none,haircare,0,0.0,0
T09_00698,1,youtube,retargeting,FR,18-24,desktop,1,12,7,3,none,fragrance,13,0.14,0
T06_00512,1,tiktok,retargeting,DE,45+,mobile,1,4,15,8,platinum,fragrance,9,0.08,1
C_00385,0,,,GB,45+,desktop,0,0,1,7,silver,makeup,0,0.0,0
T00_00548,1,tiktok,prospecting_broad_1824,FR,18-24,desktop,0,2,1,26,silver,fragrance,4,0.03,0
T02_00851,1,meta,prospecting_lal_1pct,DE,25-34,mobile,0,0,0,7,none,haircare,6,0.06,0
T09_01359,1,youtube,retargeting,DE,25-34,mobile,1,9,6,2,gold,skincare,5,0.05,0
C_02067,0,,,FR,18-24,desktop,0,0,3,40,none,skincare,0,0.0,0
C_02025,0,,,FR,25-34,mobile,0,1,2,3,none,skincare,0,0.0,0
T06_00302,1,tiktok,retargeting,DE,35-44,mobile,0,5,3,1,none,haircare,9,0.09,0
T09_00191,1,youtube,retargeting,FR,25-34,desktop,1,4,9,1,none,haircare,9,0.08,0
C_05359,0,,,GB,18-24,mobile,0,7,6,90,gold,makeup,0,0.0,0
C_01682,0,,,GB,25-34,desktop,0,1,1,13,none,makeup,0,0.0,1
T08_00417,1,meta,retargeting_hot,FR,25-34,mobile,0,4,9,17,gold,fragrance,3,0.03,1
C_04219,0,,,GB,35-44,mobile,1,4,2,18,none,skincare,0,0.0,0
C_00277,0,,,GB,35-44,desktop,1,0,0,11,none,skincare,0,0.0,0
C_05199,0,,,FR,25-34,mobile,0,2,3,30,none,fragrance,0,0.0,0
T06_00370,1,tiktok,retargeting,FR,25-34,mobile,1,12,6,10,none,fragrance,7,0.06,1
C_01112,0,,,GB,35-44,mobile,1,0,2,38,gold,skincare,0,0.0,0
T00_00066,1,tiktok,prospecting_broad_1824,GB,45+,tablet,1,1,2,24,gold,makeup,5,0.04,0
C_04459,0,,,GB,45+,desktop,1,1,3,1,none,skincare,0,0.0,0
T03_00408,1,meta,prospecting_lal_3_5pct,GB,35-44,desktop,0,0,1,9,silver,haircare,7,0.05,0
T03_00910,1,meta,prospecting_lal_3_5pct,DE,25-34,mobile,1,0,2,19,none,makeup,5,0.04,0
T08_01363,1,meta,retargeting_hot,GB,25-34,tablet,1,11,6,4,none,skincare,14,0.18,0
C_04956,0,,,GB,25-34,mobile,1,0,5,6,none,skincare,0,0.0,0
T03_00729,1,meta,prospecting_lal_3_5pct,GB,18-24,mobile,0,2,1,1,silver,makeup,4,0.04,0
T05_00619,1,youtube,prospecting_brand_safety,FR,18-24,desktop,0,1,0,28,silver,fragrance,4,0.05,0
T02_00084,1,meta,prospecting_lal_1pct,DE,25-34,desktop,1,2,1,42,gold,makeup,5,0.04,0
C_03595,0,,,DE,35-44,mobile,0,3,0,12,gold,haircare,0,0.0,0
C_04002,0,,,FR,35-44,mobile,1,2,2,35,none,skincare,0,0.0,0
T00_00622,1,tiktok,prospecting_broad_1824,FR,25-34,mobile,1,3,2,5,none,makeup,6,0.05,0
C_05224,0,,,GB,18-24,mobile,0,1,5,12,none,fragrance,0,0.0,0
T04_00809,1,meta,prospecting_broad,DE,45+,mobile,0,3,3,7,none,haircare,3,0.02,0
T00_00787,1,tiktok,prospecting_broad_1824,GB,18-24,mobile,1,4,4,22,gold,skincare,3,0.03,0
T02_00844,1,meta,prospecting_lal_1pct,FR,25-34,desktop,0,5,2,28,none,haircare,6,0.06,0
C_06384,0,,,DE,25-34,desktop,1,4,8,13,none,haircare,0,0.0,0
C_06642,0,,,FR,25-34,mobile,1,4,4,11,silver,fragrance,0,0.0,0
T04_00595,1,meta,prospecting_broad,FR,45+,mobile,1,1,3,32,silver,fragrance,2,0.01,0
C_03849,0,,,DE,45+,mobile,0,4,1,90,gold,fragrance,0,0.0,0
T07_00154,1,meta,retargeting_warm,DE,35-44,desktop,1,5,12,1,none,makeup,11,0.12,0
C_05767,0,,,FR,18-24,desktop,0,3,5,2,gold,fragrance,0,0.0,0
T08_01383,1,meta,retargeting_hot,FR,18-24,mobile,0,5,11,1,silver,fragrance,6,0.06,1
C_03255,0,,,GB,25-34,mobile,0,0,3,16,silver,makeup,0,0.0,0
C_03825,0,,,FR,25-34,mobile,0,1,1,14,gold,haircare,0,0.0,0
C_00448,0,,,GB,45+,mobile,1,2,1,64,platinum,skincare,0,0.0,1
C_06639,0,,,FR,35-44,desktop,0,5,11,4,platinum,haircare,0,0.0,0
C_01216,0,,,GB,18-24,desktop,1,2,3,2,none,haircare,0,0.0,0
T09_00897,1,youtube,retargeting,FR,18-24,mobile,0,3,12,11,silver,makeup,3,0.03,0
T00_00515,1,tiktok,prospecting_broad_1824,FR,25-34,desktop,0,0,3,19,none,fragrance,6,0.05,0
T00_00478,1,tiktok,prospecting_broad_1824,GB,25-34,desktop,1,0,1,43,none,makeup,2,0.02,0
C_00640,0,,,GB,25-34,desktop,1,1,1,43,silver,fragrance,0,0.0,0
T03_00172,1,meta,prospecting_lal_3_5pct,FR,18-24,mobile,0,2,2,9,none,haircare,4,0.04,0
T07_01791,1,meta,retargeting_warm,FR,45+,desktop,0,2,9,6,silver,haircare,5,0.05,0
T08_00750,1,meta,retargeting_hot,DE,35-44,mobile,1,4,5,2,platinum,makeup,12,0.14,0
C_05142,0,,,GB,18-24,mobile,0,9,3,10,none,skincare,0,0.0,0
C_06716,0,,,GB,35-44,desktop,1,15,2,28,none,fragrance,0,0.0,0
T05_00603,1,youtube,prospecting_brand_safety,GB,18-24,mobile,0,2,1,29,silver,skincare,3,0.04,0
C_04755,0,,,DE,35-44,mobile,0,6,4,1,gold,makeup,0,0.0,0
T00_01033,1,tiktok,prospecting_broad_1824,GB,45+,mobile,0,5,1,3,none,fragrance,4,0.03,0
C_02245,0,,,DE,25-34,desktop,0,3,0,37,gold,makeup,0,0.0,0
T02_00110,1,meta,prospecting_lal_1pct,GB,45+,mobile,1,1,2,14,none,fragrance,6,0.05,0
T01_00035,1,tiktok,prospecting_broad_2534,GB,25-34,desktop,0,1,0,66,none,makeup,3,0.03,0
T04_00778,1,meta,prospecting_broad,DE,25-34,mobile,1,0,1,22,silver,haircare,3,0.02,0
C_04077,0,,,FR,45+,desktop,0,1,2,7,none,makeup,0,0.0,0
T06_00074,1,tiktok,retargeting,FR,18-24,mobile,1,2,9,3,silver,haircare,4,0.04,0
T04_00340,1,meta,prospecting_broad,DE,25-34,desktop,0,1,4,3,gold,haircare,3,0.02,0
T01_00589,1,tiktok,prospecting_broad_2534,DE,25-34,mobile,1,0,1,29,silver,fragrance,3,0.02,0
C_05607,0,,,DE,35-44,mobile,0,1,4,1,none,fragrance,0,0.0,1
T07_00056,1,meta,retargeting_warm,GB,25-34,desktop,1,10,9,1,none,skincare,13,0.13,0
T07_00356,1,meta,retargeting_warm,DE,18-24,mobile,0,16,6,13,none,skincare,13,0.14,0
T04_00108,1,meta,prospecting_broad,GB,25-34,desktop,0,2,2,18,silver,fragrance,4,0.03,0
T00_01462,1,tiktok,prospecting_broad_1824,GB,25-34,mobile,1,0,2,14,platinum,fragrance,5,0.04,0
T06_00752,1,tiktok,retargeting,DE,35-44,mobile,1,4,6,14,gold,makeup,8,0.07,0
T01_00392,1,tiktok,prospecting_broad_2534,GB,35-44,tablet,1,2,1,23,gold,haircare,3,0.02,0
C_03543,0,,,FR,35-44,desktop,0,1,3,7,none,haircare,0,0.0,0
